,y_test,prediction
2400,2336.958,2820.5482992170682
1912,860.2136,643.1856841663572
3614,1488.7288,1844.3107716430202
6682,2199.1374,3909.390297823889
4411,1779.6834,2670.2475934947515
6534,1821.6288,1819.2635648209655
6468,282.2992,2049.827610795465
2311,231.6984,1027.381321060175
4456,785.644,643.1856841663572
3353,628.5152,643.1856841663572
9,4710.535,2611.313087674561
5417,2045.3376,2793.8361728454847
1139,2399.5432,2159.880916549507
4472,365.5242,1835.3245975785883
2884,3020.0688,2031.9076164471437
1314,739.038,1028.8433881369608
3345,857.5504,1965.1825398830895
227,153.134,1964.0578253442497
7240,916.1408,948.4882224915626
3904,2446.815,2669.1116487535082
3586,99.87,643.1856841663572
8209,3075.996,1620.4986103134504
634,2370.248,1987.430574477055
8346,1596.5884,1991.969293872994
7927,4837.7028,3921.4827225877793
747,2041.3428,2058.7336620617766
8468,467.3916,1028.8433881369608
191,4745.8224,3917.81834669638
6672,2993.4368,2795.89032719957
6601,319.584,1635.2033775600423
1421,2375.5744,2116.4022525423866
1461,3914.904,2857.6156743489196
530,1960.781,1724.1446611220194
5861,3364.9532,2584.8524769333417
4291,517.3266,2815.069198926646
7924,276.9728,643.1856841663572
7112,1278.336,991.9480171104703
1460,4247.804,3071.4356565224834
7205,3004.0896,1809.9001912250806
7890,2554.0088,1490.709188288848
291,3866.9664,3016.5748110750264
3197,3981.484,3137.6349928374693
8488,2756.412,2819.0268988225303
4348,2048.6666,1826.4966611835791
1352,2356.932,1827.8704138773026
2529,5972.226,3913.054673715288
1710,6769.8544,3577.8824461042864
2635,5470.8786,2985.995268878675
4578,1384.864,1603.3735805638444
3363,3572.017,2040.831417477339
6804,1597.92,839.8556157309342
4222,3200.5006,3002.4912573887323
6472,3202.498,3915.454707863855
4644,3235.788,1817.247309655594
6179,555.2772,2651.95192237528
1861,2885.5772,3927.723438279173
3598,218.3824,857.3230837112916
1523,5478.2024,3915.191026851717
6404,4508.1318,2036.6895486008182
5820,1090.5804,752.7323321978256
48,2576.646,959.7748867324786
4583,743.0328,3907.026658991364
3791,968.739,2811.081289420332
3635,759.012,3907.026658991364
321,4950.8888,3915.681993559951
4724,3044.7034,2779.8284539458678
1819,1012.016,1931.4598559095464
6306,1017.3424,1965.8953425841391
2306,3169.208,2796.4893505973214
2355,4653.942,2112.014047338432
4630,1151.1682,962.4231201696114
1946,3448.844,2768.291693197994
7712,1241.0512,2165.3427658557116
5377,985.384,1973.9780207958684
2455,3506.7686,2035.8661446880278
6888,203.7348,643.1856841663572
7579,1388.8588,1602.8133250581775
6224,761.0094,1074.340165132031
4430,2684.5056,1800.6487702719842
8256,1358.232,2637.4243576225485
8086,3825.6868,2162.8893786011813
5357,5327.0658,3919.295389406682
840,1406.1696,1187.733982427313
8078,5145.3024,3911.5776310049864
6528,412.796,1012.8453123524805
6475,2277.036,1814.857683096114
3013,735.709,890.5192953831072
667,1325.6078,1918.6357401636906
6193,3475.476,2805.445492173071
1380,1575.2828,3913.054673715288
4677,1186.4556,1720.9745635550216
4993,331.5684,842.5038491680671
7957,894.8352,1897.963988604468
3553,731.0484,1907.4935043385838
3943,3327.6684,2282.373378547384
1469,2863.6058,2788.2665336898167
2436,908.817,2032.0558960354322
3814,2649.884,3927.723438279173
1216,1303.6364,1805.2902821262373
4031,221.7114,990.6876599414727
5056,1805.6496,1027.381321060175
8108,1731.08,1174.183257292428
5007,2302.3364,1831.4693743637106
3114,459.402,3900.7859432999703
3615,460.7336,3915.681993559951
4003,1810.976,1875.8243760958317
5668,2530.04,3911.350345308892
2252,283.6308,1998.1394218156947
5814,283.6308,1568.3318068332246
1748,2406.867,2336.9278183155084
133,101.2016,1565.880929851066
1785,3171.8712,3905.2859352689243
1238,3559.3668,2796.8956542225656
8240,882.185,643.1856841663572
7789,838.908,643.1856841663572
5548,2956.152,1710.2787067599531
1957,3067.3406,2836.0525074278667
1453,3731.809,2871.3003510685503
2182,1113.2176,1632.4265703164745
8081,1872.2296,1599.688853906299
7416,185.0924,1499.438969629876
5682,1701.7848,1699.4433442074173
4651,2048.6666,1984.7156124429766
3682,2556.672,3096.4332166496156
8303,5313.7498,3909.2139921724615
1398,5191.2426,3911.5776310049864
8185,1084.5882,1851.5279637476103
4016,596.5568,1977.0399888231054
2078,1022.6688,993.1341834708173
124,866.8716,991.2930531488594
6202,1549.9824,2809.145298398414
2826,995.371,3047.39350449672
2044,805.618,643.1856841663572
3136,3858.9768,2675.6605167650473
4162,2992.771,1581.8116099070394
4389,89.883,1180.049239439548
1868,1244.3802,2886.718648624894
3657,2739.1012,1910.0224989564535
2738,1861.5768,2121.265788517727
5679,2596.62,1698.1805650457575
7271,1298.31,751.7915752583035
8505,2117.244,2969.790370045595
5191,1301.639,1027.381321060175
6811,75.9012,1001.980232919912
3733,569.259,2849.6275488255806
6958,466.06,640.5374507292245
5186,2799.689,1588.54757965577
976,474.0496,1717.4514954317992
4749,908.1512,1043.4855155683292
2916,2536.698,2794.9942026783847
5020,619.8598,1555.825449350372
2149,1537.998,1592.7557592154321
7226,579.246,1791.0782501631131
7980,171.7764,1165.4532837507268
185,1012.016,1601.6285324065657
843,2896.23,1934.2514426911198
1815,1977.426,2691.4054375003534
3908,1304.968,1553.0065644860304
5045,593.2278,2901.7352427896813
5695,1436.7964,882.6707716938452
7193,2037.348,1829.5305386268024
3872,2556.672,2886.532241086646
8206,360.8636,2864.275465727731
1051,1810.976,1698.1805650457575
4812,91.8804,628.9821650791539
4721,1145.176,875.4783706616796
6365,1677.816,1849.8436653228482
6208,183.7608,1498.282187896924
3435,5069.4012,2822.1691270140927
3071,3691.1952,3012.9084083022653
4382,889.5088,3904.890305854935
2164,910.8144,640.5374507292245
5526,329.571,1626.591907721764
5344,135.8232,628.9821650791539
7995,4037.4112,3919.295389406682
5651,1340.2554,1960.5540784792443
2272,1478.076,643.1856841663572
2846,492.692,3909.390297823889
475,1193.1136,1172.4502632608562
5537,690.4346,640.5374507292245
8403,3984.1472,2861.195999297976
6030,2390.8878,1827.0451974931916
7948,2848.2924,2031.0829759192222
4586,2053.3272,2582.434776456846
8171,222.3772,1712.1303492474938
597,5770.4886,3095.4592194252145
3432,88.5514,1160.2722021640368
4141,5000.8238,3027.782687911833
8458,452.744,3904.890305854935
1246,1619.2256,1608.709551302403
3220,2530.7058,1944.9284642095715
1387,1989.4104,1793.6405638890926
2938,798.96,1613.7179124175561
1167,1737.738,1602.3920548936323
6810,3589.9936,3925.587085142744
6470,4152.5946,2888.276826551989
3200,2040.0112,3911.350345308892
1995,732.38,643.1856841663572
5983,1627.881,1704.2454311034455
6328,1310.2944,1642.9461590120065
6610,758.3462,643.1856841663572
153,898.83,640.5374507292245
4706,4306.3944,2636.9748743863897
8218,3825.6868,2157.7411810709787
1761,2841.6344,2024.3356199858129
3701,1970.768,1595.7242602117228
275,7298.4996,3027.782687911833
4991,8508.924,3909.2139921724615
143,2676.516,2794.5887452924194
5743,4807.076,3915.454707863855
6701,1298.31,1612.716522493802
3431,679.116,871.526602798495
5876,219.714,1638.602469345342
7560,7322.4684,2838.197490987655
7983,2552.6772,2119.101719163024
5984,143.8128,643.1856841663572
2717,4063.3774,3917.81834669638
4880,335.5632,643.1856841663572
3164,455.4072,3904.890305854935
7306,1062.6168,643.1856841663572
4390,683.1108,1940.478981643717
7985,2916.204,2057.355867732931
7611,1290.9862,2676.32308186026
272,1929.4884,1206.5334059459476
2648,6306.4576,3060.6790421653677
875,2808.3444,2009.6586628391988
3098,9467.676,3919.295389406682
1926,2167.8448,2638.2883176412824
6798,175.7712,1167.87832110726
4166,1904.188,1594.829018119199
7025,6076.0908,3921.4827225877793
5114,351.5424,640.5374507292245
6339,976.7286,1658.8470486551346
2243,2037.348,3911.5776310049864
3662,3621.2862,2547.5470473670775
2406,3243.7776,1798.1212369443645
8228,1813.6392,2044.2388665547603
2460,2187.153,2159.997049179548
6467,2603.278,1877.3264516460695
7332,431.4384,1580.9878058729837
7225,4194.54,2898.8299924804633
7809,1342.2528,3907.2539446874584
6204,677.1186,3904.890305854935
5430,1576.6144,2809.759512633337
3563,801.6232,937.4536293190658
6596,1705.1138,2077.5212972524223
1433,843.5686,1811.4292128982422
6153,2067.309,1231.0631085042676
751,3435.528,2573.766004121544
6051,5779.144,2007.553260498019
1916,2181.1608,1946.3394830493773
3652,2940.1728,1618.5529366299854
8243,2362.9242,2562.8094509820176
1008,1334.2632,1633.927964157938
3617,591.2304,668.3963939120044
2393,1168.479,643.1856841663572
472,8114.7704,3028.978083249726
5094,894.8352,640.5374507292245
4838,509.337,1620.02430034035
4774,2283.0282,3927.723438279173
2036,1911.5118,2582.434776456846
2545,739.038,2022.1424584071885
8280,4326.3684,3919.295389406682
4945,1403.5064,1038.2464004927433
3169,1488.7288,1855.249111612534
4500,1332.2658,884.9382457237757
2017,756.3488,2628.0825829907326
7710,255.6672,643.1856841663572
3885,343.5528,931.6536711393065
439,3600.6464,3925.587085142744
263,5359.69,3925.587085142744
7319,3316.3498,2649.7255785574043
5092,229.701,1003.4422999966978
7321,1651.184,2590.004276676698
893,729.051,2051.1878635376165
1479,4492.8184,2140.915677690393
1129,174.4396,1443.810512421577
7379,555.2772,2651.3400823779007
6809,4731.1748,3918.424294005151
8270,1937.478,2913.0568467644566
2971,1757.712,1026.195154699828
2402,3756.4436,2164.4928710040367
2247,5105.3544,2595.1790355772887
121,2085.9514,2206.6271752193247
818,322.2472,1035.5981670556107
4700,2759.0752,2768.7154028638633
4448,181.0976,640.5374507292245
4346,9251.9568,3915.191026851717
1906,4916.933,1970.986863549227
7097,3635.268,2091.6684809795734
6318,253.004,701.7618984622567
5768,2708.4744,2076.4448349602044
1457,2826.321,2672.9431790973363
6580,3803.0496,2112.1274252638777
4658,543.2928,640.5374507292245
7592,6066.7696,3028.0040860253253
8191,1286.3256,643.1856841663572
2150,1687.1372,1964.3325930852716
496,2348.9424,2881.2082912917517
7422,868.869,1689.3251644225616
2646,3282.394,1607.4004160087854
735,1751.054,2820.5482992170682
7360,2748.4224,3911.5776310049864
2456,3560.6984,1846.942609915863
4799,454.0756,643.1856841663572
5566,986.7156,643.1856841663572
5988,2217.114,3921.4827225877793
6143,787.6414,1791.206211574391
2608,1949.4624,1952.9868049611212
6023,1492.0578,882.6707716938452
3192,387.4956,2890.8315106040914
812,3617.9572,2942.424139205585
5806,622.523,640.5374507292245
1775,2748.4224,2655.2636080996126
146,6301.1312,3913.318354727426
3669,1312.9576,1028.8433881369608
206,780.9834,643.1856841663572
1294,5382.993,3911.350345308892
3719,1038.648,1178.098793371797
2103,5768.4912,3911.350345308892
2876,885.514,989.456993171805
3699,415.4592,643.1856841663572
5358,4288.4178,3925.587085142744
4762,2024.032,1713.7386680408565
6266,89.2172,628.9821650791539
3689,671.1264,640.5374507292245
8382,3103.9596,2063.0844144182333
2670,1611.236,2242.4256075910894
240,6795.1548,3927.723438279173
579,1547.3192,1718.2853304538064
6256,1771.028,1485.9410784655586
698,761.0094,3907.026658991364
4490,402.809,1038.2464004927433
4279,1895.5326,1915.4000134696025
142,2143.876,1639.1210836486832
3263,3318.3472,3923.6190757242084
6924,1102.5648,1583.0922826779176
3501,5145.3024,3911.350345308892
1856,2181.1608,1587.211534014662
6548,447.4176,882.6707716938452
3021,2721.7904,1703.0408719856632
7127,539.298,1604.21281435344
2372,3803.0496,2820.5482992170682
4183,355.5372,929.2510981771622
6137,3635.268,3911.350345308892
6327,344.8844,2626.270300247881
7992,2440.8228,2792.295246141512
5418,4729.8432,2630.2859736847936
2465,4580.704,3911.5776310049864
991,9133.4444,3919.295389406682
6330,2143.876,1027.381321060175
3054,142.4812,1847.6265290496128
7439,2816.334,2044.2388665547603
3890,1561.9668,3913.7139841414155
2636,2673.8528,2763.3400677205627
899,1725.7536,3659.0644906648836
6010,1278.336,1615.6989723969114
4426,1105.8938,1571.0253377089941
1399,1808.9786,1574.445924130314
252,759.012,966.8972615923541
7596,3735.8038,2032.9752032551132
1839,363.5268,2615.4565369855404
718,2358.2636,2862.0866219898426
8235,551.2824,2643.86750722695
5023,2546.685,1582.303695351718
2962,774.9912,3907.026658991364
3860,639.168,994.5962505476032
2131,115.8492,1810.7102771454113
6323,2410.196,1908.4249465589987
6972,1944.136,2659.9737470699997
8519,549.285,1659.6553628360402
2535,8760.5964,3917.81834669638
5432,2852.2872,1584.997167058216
7753,457.4046,1965.5259613720746
8104,1470.0864,1967.8625674639313
3658,5093.37,1695.8184119126208
7037,539.298,1493.0967390312758
3942,4725.8484,2581.5077732345726
756,1061.951,1609.082026086538
1182,366.19,640.5374507292245
3233,1388.8588,1571.0253377089941
5216,2783.044,2040.9076903279827
3998,529.311,1625.3568954873838
3757,8958.339,3136.1912895853748
7465,2302.3364,2657.851030651329
4480,3797.7232,2735.4785028746924
8149,202.4032,1586.830136203733
1843,1468.089,2421.463336002262
230,4769.1254,2961.1883311152646
2043,1637.868,1753.0626034292154
2994,3079.9908,2604.9824907524376
6049,923.4646,643.1856841663572
5436,767.0016,643.1856841663572
5690,4869.6612,2915.302419181053
7640,697.7584,1179.201335800551
5796,5339.0502,2775.687709065432
8230,703.0848,643.1856841663572
6685,515.3292,2647.0820803829174
731,1039.9796,640.5374507292245
7093,1037.3164,868.8783693613623
1369,1985.4156,2013.790391252486
4587,3159.8868,2117.983136768589
2943,575.2512,2637.700212692509
695,2488.7604,2010.3512848367363
7249,1829.6184,2133.7359368704447
1670,255.0014,3907.026658991364
5124,847.5634,640.5374507292245
4792,2444.8176,2110.920426102405
8094,116.515,1880.8859660793305
1120,1482.0708,3127.7269970309053
3822,1754.383,929.2510981771622
3281,3440.8544,2795.1160236374867
6883,150.4708,1003.4422999966978
3027,5920.2936,2514.135791912647
7681,575.2512,640.5374507292245
5751,490.6946,640.5374507292245
7175,2293.681,2900.2367162239457
1202,2233.0932,2581.076909592042
6856,2526.711,3916.2879408687218
3170,663.1368,1715.6159421855355
4747,3263.7516,2553.416627641948
3542,5512.824,3913.7139841414155
6886,8217.3036,3915.191026851717
113,4097.3332,1908.4249465589987
5473,3846.9924,3153.8375810967987
4771,3057.3536,2904.6680472193293
2759,1540.6612,1924.0228242883472
7685,942.7728,3915.454707863855
2936,1261.691,3927.723438279173
8451,3254.4304,3913.7139841414155
6516,1937.478,2882.502105018064
2909,905.488,875.4783706616796
3939,1151.1682,2618.0580551313838
1696,254.3356,3914.1006076876242
2063,1779.0176,1841.2340591226205
6603,958.752,1738.7836200827257
2228,969.4048,3913.7139841414155
3253,1231.73,1925.7659596262781
3378,1757.712,1890.759944567697
4064,1989.4104,3921.4827225877793
6214,1410.8302,1746.873420132847
1043,7152.0236,2814.059714875851
1531,2043.3402,962.348768762455
6065,3954.852,2935.3928983658493
12,1589.2646,1946.1902673226368
1564,6179.9556,2566.261330780392
6403,2106.5912,2060.5574222358614
1568,2173.1712,1994.4964991994325
4508,508.6712,1806.8070576145014
1982,1603.2464,1944.5903606887796
5765,4180.5582,2827.5938634369754
3519,2087.283,1627.776649605443
2055,37.2848,628.9821650791539
1867,209.727,2848.1053764278004
6782,3020.0688,3927.723438279173
6736,1442.7886,2046.6205459942698
1567,3095.97,2958.0086122109656
5489,607.2096,1624.5055815048493
8217,2726.451,2646.1062511397345
2521,4234.488,2796.687199879042
5342,2540.6928,3153.406003853712
5101,219.0482,3871.2388839885516
6263,2808.3444,1895.4703318314018
4598,7150.692,3915.191026851717
1678,1277.0044,2677.9839817560687
7524,3295.71,2111.3985648414887
3367,355.5372,962.348768762455
4986,2306.997,1705.6966335793304
7589,1960.1152,1921.5761851652062
1086,4420.912,3923.6755179314623
6914,1340.2554,1993.6365054036269
1983,2709.806,1921.086505393744
806,2037.348,2674.697494649843
4717,37.9506,628.9821650791539
7754,1118.544,640.5374507292245
678,2870.9296,1904.0333311196962
1318,2864.2716,2285.301602478511
6661,3111.9492,2454.4114888193603
2193,1062.6168,2819.5743019926676
2310,2067.309,3909.2139921724615
2229,4933.578,2008.6070398824709
6546,3139.9128,2581.076909592042
7652,1062.6168,643.1856841663572
7811,4170.5712,2200.5145207956502
3865,175.7712,2619.282950138887
6191,3145.905,2905.895472846559
5584,5077.3908,2416.264941998671
5388,4965.5364,3913.054673715288
1484,3848.324,2814.474134908773
3585,1448.7808,1213.9388814496879
1520,1182.4608,2023.3009318491004
3518,4202.5296,2835.7594205523155
5078,2796.36,3913.318354727426
4130,327.5736,2502.3829512163816
4265,36.619,628.9821650791539
7294,1930.82,1576.6051977325176
6,343.5528,929.2510981771622
4641,2221.1088,1572.038378534148
783,3364.9532,1212.7259483252074
3099,1618.5598,1841.4888578616838
8115,579.246,643.1856841663572
4625,3551.3772,3927.723438279173
8,1076.5986,1614.1811139046797
7568,379.506,2847.6092451873956
5588,2854.9504,2793.295502178145
1702,5326.4,2775.862114440487
2883,3113.2808,3915.681993559951
517,372.848,643.1856841663572
5907,647.1576,838.0399503291909
6644,50.6008,740.2362896082329
993,2836.308,2012.8128267953537
1136,1012.016,699.113665025124
3032,2458.1336,2805.4274889790295
3780,4604.6728,2822.8533119758767
3931,1154.4972,2837.6462498359256
2702,347.5476,2850.428490300937
3498,6458.26,3915.454707863855
7329,1034.6532,1026.195154699828
4532,479.376,643.1856841663572
6226,5226.53,2856.5144616356893
3456,4133.2864,3913.7139841414155
3018,155.1314,1819.8891042697867
7216,745.696,643.1856841663572
1771,3078.6592,2894.107627605017
7998,109.857,1646.5650749873132
4117,234.3616,1755.3099438607862
4476,1797.66,1567.3129503370335
4860,722.393,1613.6350038862327
1700,7116.0704,3913.054673715288
3646,4258.4568,2654.0935777781647
1001,703.0848,1944.6666335394234
7539,7017.532,3913.054673715288
5591,317.5866,643.1856841663572
371,384.8324,2877.9470309156395
5340,5049.4272,3059.5514991745467
826,5182.5872,2897.8540063226947
2932,5715.2272,2826.6723378640418
402,6911.004,3909.2139921724615
4463,2570.6538,2712.047509356834
2196,459.402,643.1856841663572
3655,1928.1568,1925.7488482665933
2602,3006.087,1918.2557435464616
7856,6064.1064,3031.395783726221
7851,3528.74,1969.4036799545502
3594,1926.1594,2894.644341151087
1784,4138.6128,2173.8245506589774
1160,3129.26,2165.1120721481716
7842,386.8298,840.6881837663236
4821,2290.352,3913.318354727426
6760,1470.0864,1975.3109233038715
1196,3661.9,2781.871621067393
6297,2227.101,2201.3422707047566
5266,2073.967,882.290012286643
220,1995.4026,840.6881837663236
6211,539.298,948.4882224915626
3424,1174.4712,2566.245369619632
8080,3002.758,852.6751860245746
3034,1655.1788,1026.195154699828
4156,5238.5144,2775.284379672153
364,182.4292,2648.922381901405
7038,1030.6584,2008.783295039997
5665,4693.89,3037.028539512305
6992,1406.1696,1472.2685106843003
7881,469.389,1849.078249756663
1281,4264.449,1925.7914697174492
5757,484.7024,643.1856841663572
6040,110.5228,863.9230850116089
130,7968.2944,3028.0040860253253
302,5895.659,2766.7358670518734
5855,3554.7062,2822.148850676296
6166,406.138,640.5374507292245
1790,4111.9808,3915.454707863855
3471,2153.1972,1714.968831988688
5807,804.2864,1586.1398809179925
4100,5141.3076,3042.7309485133637
235,2293.0152,3050.8714098473206
4642,1225.072,993.1341834708173
4314,5106.686,2821.1797807440244
1108,1606.5754,1044.7013105032356
1232,4845.0266,3927.723438279173
5221,3769.7596,2849.8557953525114
7257,5536.7928,2786.256574543162
862,2014.7108,1781.4260205847995
1361,2700.4848,3915.681993559951
8318,316.9208,2208.115583713143
3937,1330.2684,2019.2503969849827
8247,1577.946,1724.0631356410263
4668,1382.2008,1989.8255395099252
1370,5954.2494,2673.9672772743074
7715,3301.0364,1243.935950574358
6435,3563.3616,1936.243546391962
730,886.8456,643.1856841663572
555,1757.712,1028.8433881369608
7883,1270.3464,1704.1158619709533
4050,6114.7072,2857.2843561260065
1774,3787.0704,2222.182186573414
5161,1534.0032,1557.8965398335986
7944,961.4152,640.5374507292245
4592,399.48,643.1856841663572
8126,3520.0846,2981.315318447371
3991,980.0576,2033.5813896904815
3368,2257.062,1943.9683484144732
5990,1547.3192,3917.1590362702514
910,727.0536,640.5374507292245
2293,8604.7992,3913.7139841414155
1881,3415.554,3062.5678880560936
5014,425.4462,1903.6056442259362
5852,3615.294,3927.723438279173
3631,5400.9696,2992.3577280453096
2543,1230.3984,1500.5606782496586
1173,5404.9644,2078.3438618598666
2731,525.982,1624.1765756332327
1027,830.9184,993.1341834708173
5454,3094.6384,3915.247469058971
7587,1731.7458,1594.4479996138284
2171,4958.8784,3927.723438279173
443,2133.2232,1832.195385722801
2378,3205.1612,1835.5924602385503
84,3091.9752,3030.2003883883294
3262,1544.656,1587.7608939032743
4121,633.8416,1510.3706835894488
729,5113.344,3915.454707863855
7728,1944.136,1624.5055815048493
3073,6893.0274,3911.350345308892
5842,1014.6792,1163.5219749906778
5782,2117.244,2826.5848756373307
2861,6048.793,3913.7139841414155
5153,4374.306,2169.397152111638
1974,4548.0798,2555.6808822429134
3358,2460.7968,1705.8554451540622
8117,1225.072,3913.7139841414155
2728,171.7764,2619.282950138887
281,6088.0752,3915.454707863855
7177,1697.79,1699.6496320227318
1939,2277.036,2000.9665802980644
8001,4233.1564,3911.350345308892
2913,982.055,2926.8277516755497
8100,3775.086,2779.8284539458678
4174,126.502,991.9480171104703
7829,5283.123,3913.054673715288
534,2684.5056,2066.4558399440143
6326,940.7754,1582.513944233679
2048,849.5608,643.1856841663572
539,2719.793,2061.1563550057363
4372,2696.49,2253.9449961368773
1554,4153.9262,3913.7139841414155
1715,886.8456,1862.7281706026147
7237,1125.8678,962.4231201696114
1551,2330.3,2639.8595991933557
3572,2407.5328,2034.3475452515881
6397,1864.24,3925.587085142744
8252,1823.6262,2723.712371394672
1362,1581.9408,1921.0611577285752
4763,4207.856,3923.6190757242084
7024,1422.1488,2863.578709199228
269,2516.724,3031.2259626045516
661,7443.644,3030.3867959265767
7259,3483.4656,2153.6357518405625
4375,2546.685,877.7191963524721
5523,663.1368,1663.9541652828536
774,1331.6,1034.2837888678491
2999,2141.2128,2793.295502178145
5976,447.4176,643.1856841663572
4008,1640.5312,2010.7204142655662
2995,5466.8838,3915.191026851717
2501,1904.188,2899.37968520533
5169,1701.7848,2786.4701975315966
5832,192.4162,2859.322999093956
5915,1264.3542,1882.204099678239
2754,2163.85,1171.1575118558396
8431,848.895,882.6707716938452
4172,1629.8784,2888.4487963368983
7612,36.619,628.9821650791539
2513,3119.9388,2065.403274486276
6845,4804.4128,3476.0680613489035
6954,2450.144,2200.5145207956502
2235,1992.0736,2029.65578080151
8254,1985.4156,2047.7037055631558
2584,2402.2064,1659.403528697624
6048,2281.6966,1727.190600592302
5255,4261.12,3260.181172678725
322,958.752,991.2930531488594
7272,2659.871,2088.4463628281055
4429,3739.1328,3921.4827225877793
5606,447.4176,1944.6487101565558
4890,1181.795,3907.2539446874584
3838,671.1264,880.3674297896048
3213,7247.233,3037.326341793723
5609,2406.2012,2795.278487202191
2823,1887.543,2907.2292861421047
7874,2732.4432,2206.6639695503936
3482,5500.8396,2851.2939637267114
34,2085.2856,2677.2859134996547
5087,1071.938,1632.9854144494102
2179,1053.2956,1026.195154699828
3900,1444.1202,2472.8182009120665
6556,202.4032,1567.2030405684404
2911,173.108,643.1856841663572
4422,1528.6768,3861.445220173182
4826,2165.1816,2794.9713789483985
7839,5073.396,3915.454707863855
2318,168.4474,2790.2741225119867
6997,312.926,1891.198200976447
6505,1917.504,3034.9968091041806
6957,6231.888,2570.0877439337387
3251,2745.0934,1868.4201344165092
7713,316.9208,1966.7560042170267
6751,1428.141,1636.2175340345652
861,126.502,961.4158527059789
8242,605.878,1174.183257292428
6447,2255.7304,1024.8807765120664
2782,256.333,3907.026658991364
1189,1605.9096,2638.2860107506363
4671,1599.9174,962.4231201696114
6477,2822.992,2664.5648105651594
811,2868.9322,1699.4433442074173
256,259.662,710.5656726520309
6754,1148.505,3904.890305854935
2530,1641.8628,1488.408772774796
3117,2746.425,1755.5488659067062
4244,982.7208,1715.6054819239941
4556,1854.9188,1898.1522365134304
6178,1182.4608,643.1856841663572
7172,3155.892,3915.454707863855
2652,1438.128,2737.810085181733
3414,1549.3166,2007.4374987302858
7507,2451.4756,2679.7036139761503
6560,5841.0634,2896.9619847288345
2431,2348.9424,1051.3897488386817
5150,107.8596,857.3230837112916
7709,2220.443,1027.381321060175
260,4950.8888,3921.4827225877793
8113,6579.4356,3911.350345308892
4209,175.7712,640.5374507292245
2329,719.064,1024.7330876230421
2756,679.116,640.5374507292245
2841,5851.0504,3907.2539446874584
4309,2694.4926,1983.8228941812497
5160,458.0704,3917.1590362702514
2033,1505.3738,1459.7619893113415
4884,5635.3312,3923.6190757242084
5283,1537.998,1563.212646318615
4033,1771.028,1962.9485959796457
2100,2343.616,2929.7434646377324
2606,467.3916,754.4398086954362
1487,2241.0828,3911.350345308892
5747,4379.6324,2818.8661138114285
5567,946.7676,1636.1045356362574
6805,882.185,2644.6643799064213
5635,3661.9,2162.8893786011813
758,4592.0226,3915.191026851717
3341,299.61,934.2847034043593
1859,7504.2318,2891.561432951515
3731,515.3292,1182.528993474844
6695,2061.3168,1181.9135495136134
554,4916.2672,2835.22854935943
6624,2626.581,2613.7446373906296
7247,1725.7536,2069.430334481943
601,1565.9616,2710.1828558062493
1601,6574.775,3927.723438279173
2550,769.6648,640.5374507292245
8072,4379.6324,2541.2398367862347
3166,2090.612,3080.0809165078495
3447,2153.1972,1577.3428341177648
5386,191.0846,2667.4290451971133
5329,4294.41,1853.033171881333
927,1569.9564,1212.7259483252074
7547,1970.768,1624.6936777491414
1692,1869.5664,2040.0983426444125
5788,642.497,1932.0199392324182
5773,423.4488,3134.1291867667373
3124,1437.4622,1046.0319580091489
5506,3265.749,3662.4086022178326
2829,1874.8928,1917.2874681694705
2967,1362.2268,640.5374507292245
2572,4247.804,2807.3395415335394
6825,1238.388,1047.1905954757804
2657,4016.1056,2148.5440445955837
8389,2402.2064,1761.826897373713
535,2085.2856,2886.814431936675
3914,1545.9876,1167.5244895522433
7027,2848.2924,1695.6400006161493
7447,2693.8268,2818.7620802675287
5543,1065.28,1591.584521552797
8079,3617.9572,2737.594273653501
6107,555.2772,1550.6361945162405
7100,1298.31,1604.617969773277
429,848.895,736.452065432855
4255,323.5788,640.5374507292245
8205,2410.196,1875.743363445334
7819,1174.4712,1575.0017053296624
6773,892.8378,1563.212646318615
1328,5321.0736,3921.4827225877793
2346,1295.6468,1675.0046941651767
1814,317.5866,1572.3253088434544
6828,458.7362,640.5374507292245
2824,1318.284,1026.195154699828
6537,8789.8916,2872.143249590252
6962,3946.8624,2709.5228515164
320,5448.9072,2023.3454761742717
2526,3954.852,2019.0255129620894
5406,1665.8316,1533.708636827715
5461,218.3824,1624.9517261690135
7190,1948.1308,1613.3605035385813
2334,3672.5528,1983.628823632178
8259,2336.958,1028.8433881369608
4719,2093.941,1951.9092152926462
1145,4889.6352,3046.713999398037
7035,2826.321,2678.1998443699968
8297,1607.907,1713.7386680408565
7145,885.514,1872.9825384293695
6361,1547.985,1718.951537391894
5753,1662.5026,2061.2381090489303
2838,6024.1584,3917.1590362702514
2811,466.06,643.1856841663572
3847,1657.842,1738.0612712543066
5360,4566.7222,3914.1006076876242
2249,986.7156,1026.195154699828
7896,1641.197,1701.8044454991386
3269,471.3864,1894.358452115686
4798,814.9392,1528.8498830977205
2279,2490.092,1930.957783292237
5790,247.0118,3909.390297823889
5659,5375.0034,3925.587085142744
1922,4434.228,1897.3796168688702
5573,69.2432,643.1856841663572
4730,5896.3248,3923.6190757242084
6818,6041.4692,3915.681993559951
7696,778.3202,1631.691920645248
1495,4187.2162,3913.318354727426
1267,1884.214,2862.781836519756
3723,4580.704,3921.4827225877793
6429,4138.6128,2812.014749545128
5472,1797.66,1968.589244558354
745,960.7494,1012.285320205971
